Taxon,Species,Genes,12S,16S,AMEL,BDNF,BMP2,CMOS,COI,CYTB,ND1,ND2,ND4,NT3,PDC,PRLR,R35,RAG1,RAG2
Sauria,Caledoniscincus cryptos,1,,,,,,,,,,JQ743852,,,,,,,
Sauria,Caledoniscincus festivus,3,,,,,,DQ675405,,,,DQ675200,,,,,,KF130816,
Sauria,Caledoniscincus haplorhinus,3,,,,,,DQ675406,,,,DQ675201,,,,,,KF130817,
Sauria,Caledoniscincus notialis,0,,,,,,,,,,,,,,,,,
Sauria,Caledoniscincus orestes,3,,,,,,DQ675407,,,,DQ675202,,,,,,KF130818,
Sauria,Caledoniscincus pelletieri,0,,,,,,,,,,,,,,,,,
Sauria,Caledoniscincus renevieri,2,,,,,,,,,,DQ675268,,,,,,KF130819,
Sauria,Caledoniscincus terma,1,,,,,,,,,,DQ675271,,,,,,,
Sauria,Callisaurus draconoides,13,AF194257,L41441,,KP820847,KP820736,AF315401,,EU543758,AY297492,AY297492,AY141061,KP820629,,GQ896075,KP820532,KP820636,
Sauria,Callopistes flavipunctatus,2,EF029873,EF029880,,,,,,,,,,,,,,,
Sauria,Callopistes maculatus,7,EF029875,EF029882,,JN654796,JN654817,,,,,,,JN568318,,,JN568490,JN654857,
Sauria,Calodactylodes aureus,2,DQ852697,,,,,AY172921,,,,,,,,,,,
Sauria,Calodactylodes illingworthorum,5,,,,,,JQ945536,,,,JX041318,,,JQ945356,,,JQ945288,JQ945428
Sauria,Calotes aurantolabium,0,,,,,,,,,,,,,,,,,
Sauria,Calotes bachae,0,,,,,,,,,,,,,,,,,
Sauria,Calotes bhutanensis,0,,,,,,,,,,,,,,,,,
Sauria,Calotes calotes,4,,,,,,,,AB263941,AF128482,AF128482,,,,,,AY662584,
Sauria,Calotes ceylonensis,2,,,,,,,,,AF128483,AF128483,,,,,,,
Sauria,Calotes chincollium,2,,,,,,,,,DQ289458,DQ289458,,,,,,,
Sauria,Calotes desilvai,0,,,,,,,,,,,,,,,,,
Sauria,Calotes ellioti,0,,,,,,,,,,,,,,,,,
Sauria,Calotes emma,8,,,,JF806005,JF806039,,,AB263942,DQ289460,DQ289460,,JF804535,,,JF804581,JF806189,
Sauria,Calotes grandisquamis,0,,,,,,,,,,,,,,,,,
Sauria,Calotes htunwini,2,,,,,,,,,DQ289462,DQ289462,,,,,,,
Sauria,Calotes irawadi,2,,,,,,,,,DQ289466,DQ289466,,,,,,,
Sauria,Calotes jerdoni,2,,,,,,,,,GQ502783,GQ502783,,,,,,,
Sauria,Calotes liocephalus,2,,,,,,,,,AF128484,AF128484,,,,,,,
Sauria,Calotes liolepis,2,,,,,,,,,AF128485,AF128485,,,,,,,
Sauria,Calotes manamendrai,0,,,,,,,,,,,,,,,,,
Sauria,Calotes maria,0,,,,,,,,,,,,,,,,,
Sauria,Calotes medogensis,0,,,,,,,,,,,,,,,,,
Sauria,Calotes mystaceus,3,,,,,,,KC016063,,AF128487,AF128487,,,,,,,
Sauria,Calotes nemoricola,0,,,,,,,,,,,,,,,,,
Sauria,Calotes nigrilabris,2,,,,,,,,,AF128486,AF128486,,,,,,,
Sauria,Calotes nigriplicatus,0,,,,,,,,,,,,,,,,,
Sauria,Calotes pethiyagodai,0,,,,,,,,,,,,,,,,,
Sauria,Calotes rouxii,0,,,,,,,,,,,,,,,,,
Sauria,Calotes versicolor,12,NC_009683,NC_009683,,DQ340705,,AF137525,KC016068,NC_009683,DQ289475,KC875820,AB183287,JX839246,,,JX839165,JN979993,
Sauria,Calumma amber,7,,HF570414,,,,HF570637,JQ909301,,,HF570477,HF570539,,,HF570826,,HF570737,
Sauria,Calumma ambreense,7,,HQ130522,,,,HQ130544,JQ909302,,,HQ130646,AF443252,,,HQ130613,,HQ130631,
Sauria,Calumma andringitraense,7,,HF570415,,,,HF570638,JQ909303,,,HF570478,AF443262,,,HF570827,,HF570738,
Sauria,Calumma boettgeri,8,,HF570416,,,,HF570639,JQ909305,,AF448733,AF448733,HM776661,,,HF570828,,HF570739,
Sauria,Calumma brevicorne,9,,EF210651,,JQ073086,,HF570640,JQ909306,,AF448734,AF448734,AF443255,,,HF570829,,AY662579,
Sauria,Calumma capuroni,8,,HQ130521,,KC507650,,HQ130543,JQ909307,,,HQ130645,HQ130567,,,HQ130612,,HQ130630,
Sauria,Calumma crypticum,7,,HQ130527,,,,HF570643,JQ909309,,,HQ130651,HQ130573,,,HQ130618,,HQ130636,
Sauria,Calumma cucullatum,8,,HQ130523,,KC507651,,HQ130545,,,AF448735,AF448735,AF443256,,,HQ130614,,HQ130632,
Sauria,Calumma fallax,3,,,,,,JN030468,,,,JN030486,AF443258,,,,,,
Sauria,Calumma furcifer,8,,HQ130524,,,,HQ130546,JQ909310,,AF448736,AF448736,HQ130570,,,HQ130615,,HQ130633,
Sauria,Calumma gallus,7,,HF570421,,,,HF570644,JQ909311,,,JN030488,HF570543,,,HF570833,,HF570744,
Sauria,Calumma gastrotaenia,9,,HQ130525,,KC507652,,HQ130547,JQ909313,,AF448737,AF448737,HQ130571,,,HQ130616,,HQ130634,
Sauria,Calumma glawi,7,,HF570422,,,,HF570646,JQ909314,,,HF570482,HM776659,,,HF570834,,HF570745,
Sauria,Calumma globifer,8,,HF570423,,,,HF570647,JQ909315,,AF448738,AF448738,HF570544,,,HF570835,,HF570746,
Sauria,Calumma guibei,6,,,,,,HF570648,JQ909316,,,JQ734024,AF443259,,,HF570836,,HF570747,
Sauria,Calumma guillaumeti,7,,HF570425,,,,HF570650,JQ909317,,,HF570484,AF443263,,,HF570838,,HF570749,
Sauria,Calumma hafahafa,7,,HF570438,,,,HF570662,JQ909318,,,HF570493,HF570561,,,HF570851,,HF570762,
Sauria,Calumma hilleniusi,9,AF215135,AF215263,,,,HF570651,JQ909319,,AF448739,AF448739,AF443250,,,HF570839,,HF570750,
Sauria,Calumma jejy,0,,,,,,,,,,,,,,,,,
Sauria,Calumma malthe,8,,HQ130526,,KC507653,,HQ130548,JQ909321,,,HQ130650,AF443257,,,HQ130617,,HQ130635,
Sauria,Calumma marojezense,5,,HF570427,,,,,JQ909322,,,,AF443261,,,HF570840,,HF570751,
Sauria,Calumma nasutum,9,,HF570431,,KC507654,,HF570655,JQ909327,,AF448740,AF448740,AF443254,,,HF570844,,HF570752,
Sauria,Calumma oshaughnessyi,8,,HF570432,,,,HF570656,JQ909330,,AF448741,AF448741,HF570555,,,HF570845,,HF570756,
Sauria,Calumma parsonii,10,AB474915,AB474915,,,,FJ984262,JQ909332,AB474915,AF448742,AF448742,AB474915,,,HF570846,,FJ984190,
Sauria,Calumma peltierorum,7,,HF570434,,,,HF570658,JQ909334,,,HF570489,HF570557,,,HF570847,,HF570758,
Sauria,Calumma peyrierasi,6,,HF570437,,,,HF570661,,,,HF570492,HF570560,,,HF570850,,HF570761,
Sauria,Calumma tarzan,7,,HF570435,,,,HF570659,JQ909346,,,HF570490,HF570558,,,HF570848,,HF570759,
Sauria,Calumma tsaratananense,7,,HF570436,,,,HF570660,JQ909347,,,HF570491,AF443260,,,HF570849,,HF570760,
Sauria,Calumma tsycorne,0,,,,,,,,,,,,,,,,,
Sauria,Calumma vatosoa,0,,,,,,,,,,,,,,,,,
Sauria,Calumma vencesi,7,,HF570419,,,,HF570642,JQ909348,,,HF570481,HF570542,,,HF570831,,HF570742,
Sauria,Calumma vohibola,5,,,,,,JN030456,JQ909349,,,JN030481,HF570554,,,,,HF570755,
Sauria,Calyptommatus confusionibus,3,HM015561,HM015583,,,,,,HM015551,,,,,,,,,
Sauria,Calyptommatus leiolepis,5,AF420683,AF420712,,,,AF420858,,HM015549,,,AF420874,,,,,,
Sauria,Calyptommatus nicterus,5,AF420684,AF420747,,,,AF420822,,HM015553,,,AF420903,,,,,,
Sauria,Calyptommatus sinebrachiatus,5,AF420685,AF420720,,,,AF420832,,HM015539,,,AF420873,,,,,,
Sauria,Calyptotis lepidorostrum,4,DQ915293,DQ915317,,,,KC575667,,,,,DQ915341,,,,,,
Sauria,Calyptotis ruficauda,4,DQ915303,DQ915327,,,,KC575668,,,,,DQ915351,,,,,,
Sauria,Calyptotis scutirostrum,6,AY169577,AY308181,,,,KC575669,,AF373235,,AF373265,AY169652,,,,,,
Sauria,Calyptotis temporalis,4,KC575654,KC575641,,,,KC575670,,,,,KC575715,,,,,,
Sauria,Calyptotis thorntonensis,0,,,,,,,,,,,,,,,,,
Sauria,Caparaonia itaiquara,4,,EU620438,,,,EU620440,,JX079916,,,EU620441,,,,,,
Sauria,Capitellum mariagalantae,0,,,,,,,,,,,,,,,,,
Sauria,Capitellum metallicum,0,,,,,,,,,,,,,,,,,
Sauria,Capitellum parvicruzae,0,,,,,,,,,,,,,,,,,
Sauria,Carlia aenigma,2,,,,,,,,HQ172980,,,HQ173122,,,,,,
Sauria,Carlia ailanpalai,2,,,,,,,,HQ172997,,,HQ173047,,,,,,
Sauria,Carlia amax,2,,FJ379464,,,,,,,,,AJ290504,,,,,,
Sauria,Carlia aramia,0,,,,,,,,,,,,,,,,,
Sauria,Carlia babarensis,0,,,,,,,,,,,,,,,,,
Sauria,Carlia beccarii,0,,,,,,,,,,,,,,,,,
Sauria,Carlia bicarinata,3,,FJ379466,,,,,,HQ173023,,,HQ173165,,,,,,
Sauria,Carlia bomberai,0,,,,,,,,,,,,,,,,,
Sauria,Carlia caesius,0,,,,,,,,,,,,,,,,,
Sauria,Carlia decora,1,,,,,,,,,,,JX291972,,,,,,
Sauria,Carlia diguliensis,0,,,,,,,,,,,,,,,,,
Sauria,Carlia dogare,2,,FJ379470,,,,,,,,,AJ290508,,,,,,
Sauria,Carlia eothen,2,,,,,,,,HQ172987,,,HQ173115,,,,,,
Sauria,Carlia fusca,3,AY308331,AY308182,,,,,,,,,AJ290510,,,,,,
Sauria,Carlia gracilis,2,,FJ379473,,,,,,,,,AJ290511,,,,,,
Sauria,Carlia inconnexa,1,,,,,,,,,,,JX291974,,,,,,
Sauria,Carlia jarnoldae,2,,FJ379477,,,,,,,,,AJ290513,,,,,,
Sauria,Carlia johnstonei,2,,FJ379480,,,,,,,,,AY294040,,,,,,
Sauria,Carlia leucotaenia,0,,,,,,,,,,,,,,,,,
Sauria,Carlia longipes,2,,FJ379482,,,,,,,,,AJ290518,,,,,,
Sauria,Carlia luctuosa,2,,,,,,,,HQ173016,,,HQ173157,,,,,,
Sauria,Carlia munda,2,,FJ379485,,,,,,,,,AJ290520,,,,,,
Sauria,Carlia mysi,3,,FJ379471,,,,,,HQ173000,,,HQ173112,,,,,,
Sauria,Carlia nigrauris,0,,,,,,,,,,,,,,,,,
Sauria,Carlia pectoralis,2,,FJ379490,,,,,,,,,AJ290526,,,,,,
Sauria,Carlia peronii,0,,,,,,,,,,,,,,,,,
Sauria,Carlia pulla,2,,,,,,,,HQ173022,,,HQ173154,,,,,,
Sauria,Carlia quinquecarinata,1,,,,,,,,,,,GQ403661,,,,,,
Sauria,Carlia rhomboidalis,3,,FJ379492,,,,,,AJ406217,,,AJ290527,,,,,,
Sauria,Carlia rimula,0,,,,,,,,,,,,,,,,,
Sauria,Carlia rostralis,2,,FJ379494,,,,,,,,,AJ290529,,,,,,
Sauria,Carlia rubigo,1,,,,,,,,,,,JX291973,,,,,,
Sauria,Carlia rubrigularis,5,AY818755,FJ379497,,,,AY818787,,AF181068,,,AJ290531,,,,,,
Sauria,Carlia rufilatus,2,,FJ379499,,,,,,,,,AJ290534,,,,,,
Sauria,Carlia schmeltzii,2,,FJ379501,,,,,,,,,AJ290536,,,,,,
Sauria,Carlia sexdentata,1,,,,,,,,,,,GQ403651,,,,,,
Sauria,Carlia spinauris,0,,,,,,,,,,,,,,,,,
Sauria,Carlia storri,2,,FJ379505,,,,,,,,,AJ290538,,,,,,
Sauria,Carlia sukur,0,,,,,,,,,,,,,,,,,
Sauria,Carlia tetradactyla,2,,FJ379507,,,,,,,,,AJ290540,,,,,,
Sauria,Carlia triacantha,2,,FJ379508,,,,,,,,,AJ290542,,,,,,
Sauria,Carlia tutela,0,,,,,,,,,,,,,,,,,
Sauria,Carlia vivax,2,,FJ379511,,,,,,,,,AJ290544,,,,,,
Sauria,Carlia wundalthini,0,,,,,,,,,,,,,,,,,
Sauria,Carphodactylus laevis,9,AF090175,GU460142,,,,AF039467,,AF109529,AY369017,AY369017,,,EF534821,,,FJ855442,EF534947
Sauria,Celatiscincus euryotis,3,,,,,,DQ675409,,,,DQ675204,,,,,,DQ675284,
Sauria,Celatiscincus similis,3,,,,,,DQ675408,,,,DQ675203,,,,,,KF130820,
Sauria,Celestus adercus,0,,,,,,,,,,,,,,,,,
Sauria,Celestus agasepsoides,2,,,,,,,,,AF085611,AF085611,,,,,,,
Sauria,Celestus anelpistus,0,,,,,,,,,,,,,,,,,
Sauria,Celestus badius,0,,,,,,,,,,,,,,,,,
Sauria,Celestus barbouri,0,,,,,,,,,,,,,,,,,
Sauria,Celestus bivittatus,0,,,,,,,,,,,,,,,,,
Sauria,Celestus carraui,0,,,,,,,,,,,,,,,,,
Sauria,Celestus costatus,0,,,,,,,,,,,,,,,,,
Sauria,Celestus crusculus,0,,,,,,,,,,,,,,,,,
Sauria,Celestus curtissi,0,,,,,,,,,,,,,,,,,
Sauria,Celestus cyanochloris,0,,,,,,,,,,,,,,,,,
Sauria,Celestus darlingtoni,0,,,,,,,,,,,,,,,,,
Sauria,Celestus duquesneyi,0,,,,,,,,,,,,,,,,,
Sauria,Celestus enneagrammus,8,,,,GU457853,GU457886,,,,AF085607,AF085607,,GU456009,,JN880817,JN703087,AY662604,
Sauria,Celestus fowleri,0,,,,,,,,,,,,,,,,,
Sauria,Celestus haetianus,2,,,,,,,,,AF085612,AF085612,,,,,,,
Sauria,Celestus hewardi,0,,,,,,,,,,,,,,,,,
Sauria,Celestus hylaius,0,,,,,,,,,,,,,,,,,
Sauria,Celestus macrotus,0,,,,,,,,,,,,,,,,,
Sauria,Celestus marcanoi,0,,,,,,,,,,,,,,,,,
Sauria,Celestus microblepharis,0,,,,,,,,,,,,,,,,,
Sauria,Celestus montanus,0,,,,,,,,,,,,,,,,,
Sauria,Celestus occiduus,0,,,,,,,,,,,,,,,,,
Sauria,Celestus orobius,0,,,,,,,,,,,,,,,,,
Sauria,Celestus rozellae,0,,,,,,,,,,,,,,,,,
Sauria,Celestus scansorius,0,,,,,,,,,,,,,,,,,
Sauria,Celestus sepsoides,0,,,,,,,,,,,,,,,,,
Sauria,Celestus stenurus,0,,,,,,,,,,,,,,,,,
Sauria,Celestus warreni,0,,,,,,,,,,,,,,,,,
Sauria,Ceratophora aspera,2,,,,,,,,,AF128491,AF128491,,,,,,,
Sauria,Ceratophora erdeleni,2,,,,,,,,,AF128522,AF128522,,,,,,,
Sauria,Ceratophora karu,2,,,,,,,,,AF128520,AF128520,,,,,,,
Sauria,Ceratophora stoddartii,2,,,,,,,,,AF364054,AF128492,,,,,,,
Sauria,Ceratophora tennentii,2,,,,,,,,,AF128521,AF128521,,,,,,,
Sauria,Cercosaura argulus,4,AF420698,AF420751,,,,AF420838,,,,,AF420896,,,,,,
Sauria,Cercosaura dicra,0,,,,,,,,,,,,,,,,,
Sauria,Cercosaura eigenmanni,4,AF420690,AF420728,,,,AF420828,,,,,AF420895,,,,,,
Sauria,Cercosaura hypnoides,0,,,,,,,,,,,,,,,,,
Sauria,Cercosaura manicata,0,,,,,,,,,,,,,,,,,
Sauria,Cercosaura nigroventris,0,,,,,,,,,,,,,,,,,
Sauria,Cercosaura ocellata,5,AF420677,JQ742264,,,,AF420834,,,JQ742426,,AF420883,,,,,,
Sauria,Cercosaura parkeri,0,,,,,,,,,,,,,,,,,
Sauria,Cercosaura phelpsorum,0,,,,,,,,,,,,,,,,,
Sauria,Cercosaura quadrilineata,4,AF420672,AF420717,,,,AF420830,,,,,AF420880,,,,,,
Sauria,Cercosaura schreibersii,4,AF420658,AF420729,,,,AF420856,,,,,AF420882,,,,,,
Sauria,Cercosaura steyeri,0,,,,,,,,,,,,,,,,,
Sauria,Cercosaura vertebralis,0,,,,,,,,,,,,,,,,,
Sauria,Chabanaudia boulengeri,0,,,,,,,,,,,,,,,,,
Sauria,Chalarodon madagascariensis,14,NC_012836,NC_012836,,JQ073068,JF806055,AY987987,JQ909351,NC_012836,AF528722,AF528722,AB266748,AY988001,,JN880818,JF804582,FJ356745,
Sauria,Chalcides armitagei,0,,,,,,,,,,,,,,,,,
Sauria,Chalcides bedriagai,3,EU277916,EU278041,,,,,,EU278148,,,,,,,,,
Sauria,Chalcides bottegi,0,,,,,,,,,,,,,,,,,
Sauria,Chalcides boulengeri,3,AY649134,AY308317,,,,,,EU278156,,,,,,,,,
Sauria,Chalcides chalcides,3,AJ416936,AJ416935,,,,,,EU278212,,,,,,,,,
Sauria,Chalcides coeruleopunctatus,5,EU277893,EU278038,,,,,,EU278125,KJ464012,KJ464013,,,,,,,
Sauria,Chalcides colosii,3,EU277930,EU278049,,,,,,EU278162,,,,,,,,,
Sauria,Chalcides delislei,0,,,,,,,,,,,,,,,,,
Sauria,Chalcides ebneri,0,,,,,,,,,,,,,,,,,
Sauria,Chalcides guentheri,3,EU278001,,,,,,,EU278233,FJ980212,,,,,,,,
Sauria,Chalcides lanzai,3,EU277920,EU278042,,,,,,EU278152,,,,,,,,,
Sauria,Chalcides levitoni,0,,,,,,,,,,,,,,,,,
Sauria,Chalcides manueli,3,EU277857,EU278023,,,,,,EU278089,,,,,,,,,
Sauria,Chalcides mauritanicus,3,EU277971,EU278060,,,,,,EU278203,,,,,,,,,
Sauria,Chalcides mertensi,3,EU277977,EU278064,,,,,,KF057001,,,,,,,,,
Sauria,Chalcides minutus,3,EU277974,EU278063,,,,,,EU278206,,,,,,,,,
Sauria,Chalcides mionecton,4,AY649105,AY308183,,,,,,FJ980273,FJ980211,,,,,,,,
Sauria,Chalcides montanus,3,EU277858,,,,,,,EU278090,FJ980209,,,,,,,,
Sauria,Chalcides ocellatus,10,AY649106,JQ344263,,JQ344208,,JQ344221,,FJ972228,AY607275,AY607275,JQ344294,,,,JQ344232,AY662638,
Sauria,Chalcides parallelus,3,EU277921,EU278043,,,,,,EU278153,,,,,,,,,
Sauria,Chalcides pentadactylus,0,,,,,,,,,,,,,,,,,
Sauria,Chalcides polylepis,3,AY649107,EU278026,,,,,,EU278095,,,,,,,,,
Sauria,Chalcides pseudostriatus,3,EU277986,EU278066,,,,,,EU278218,,,,,,,,,
Sauria,Chalcides pulchellus,0,,,,,,,,,,,,,,,,,
Sauria,Chalcides ragazzii,0,,,,,,,,,,,,,,,,,
Sauria,Chalcides sepsoides,3,EU277926,EU278047,,,,,,EU278158,,,,,,,,,
Sauria,Chalcides sexlineatus,8,Y14453,AF054544,DQ364453,JQ073128,,,,Z98038,KJ463905,KJ463906,,,,,,JQ073251,
Sauria,Chalcides sphenopsiformis,9,AY649135,JQ344266,,JQ344211,,JQ344222,,JQ344287,JQ344310,,JQ344299,,,,JQ344233,JQ344258,
Sauria,Chalcides striatus,4,EU278000,EU278068,,,,AY234232,,EU278232,,,,,,,,,
Sauria,Chalcides thierryi,0,,,,,,,,,,,,,,,,,
Sauria,Chalcides viridanus,8,EU277885,EU278036,DQ364454,JQ073129,,,,EU278117,KJ464030,KJ464031,,,,,,JQ073252,
Sauria,Chalcidoseps thwaitesi,0,,,,,,,,,,,,,,,,,
Sauria,Chamaeleo africanus,10,NC_012422,NC_012422,,,,HF570663,NC_012422,EF222197,AF448743,AF448743,EF222197,,,HF570852,,HF570763,
Sauria,Chamaeleo anchietae,6,,HF570440,,,,HF570664,,,,HF570495,HF570563,,,HF570853,,HF570764,
Sauria,Chamaeleo arabicus,10,NC_012445,NC_012445,,,,HF570665,NC_012445,EF222194,NC_012445,HF570496,EF222194,,,HF570854,,HF570765,
Sauria,Chamaeleo calcaricarens,9,NC_012452,NC_012452,,,,HF570666,NC_012452,NC_012452,NC_012452,HF570497,EF222195,,,HF570855,,,
Sauria,Chamaeleo calyptratus,14,NC_012420,NC_012420,,GU457847,GU457881,HF570667,NC_012420,NC_012420,AF448744,AF448744,EF222192,GU456003,,JN880819,HQ876323,HQ876433,
Sauria,Chamaeleo chamaeleon,8,NC_012427,NC_012427,,,,,JF317638,EF222200,AF448745,AF448745,EF222200,,,,,FJ984184,
Sauria,Chamaeleo dilepis,10,NC_012436,NC_012436,,,,HF570668,NC_012436,NC_012436,NC_012436,AY289916,EF222189,,,HF570857,,HQ130625,
Sauria,Chamaeleo gracilis,7,AY927255,AF121958,,,,,,,AF448751,AF448751,HF570568,,,HF570858,,FJ746587,
Sauria,Chamaeleo laevigatus,2,DQ397210,DQ397212,,,,,,,,,,,,,,,
Sauria,Chamaeleo monachus,10,NC_012443,NC_012443,,,,HF570669,NC_012443,NC_012443,NC_012443,HF570500,EF222190,,,HF570859,,HF570768,
Sauria,Chamaeleo namaquensis,8,,HQ130516,,KC507655,,FJ984256,,,AF448757,AF448757,FJ981754,,,HQ130604,,FJ984185,
Sauria,Chamaeleo necasi,5,DQ397211,DQ397213,,,,HF570670,,,,,HF570570,,,,,HF570769,
Sauria,Chamaeleo senegalensis,6,,FJ717752,,,,HF570671,,,,FJ717797,AF443231,,,HF570860,,FJ746590,
Sauria,Chamaeleo zeylanicus,10,NC_012444,NC_012444,,,,HF570672,NC_012444,NC_012444,NC_012444,HF570501,EF222191,,,HF570861,,HF570770,
Sauria,Chamaesaura aenea,4,HQ167050,HQ167160,,,,,,,,HQ166952,,,,HQ167491,,,
Sauria,Chamaesaura anguina,4,HQ167052,HQ167165,,,,,,,,HQ166955,,,,HQ167494,,,
Sauria,Chamaesaura macrolepis,0,,,,,,,,,,,,,,,,,
Sauria,Chamaesaura miopropus,0,,,,,,,,,,,,,,,,,
Sauria,Chamaesaura tenuior,3,HQ167055,HQ167166,,,,,,,,,,,,HQ167495,,,
Sauria,Chatogekko amazonicus,8,,DQ110480,,,,EU435231,,DQ110614,,JX041319,DQ104164,,HQ426180,,,GQ140593,JF416915
Sauria,Chelosania brunnea,7,,,,JF806006,,DQ340664,,,AF128465,AF128465,,JF804537,,,JF804583,JF806190,
Sauria,Chioninia coctei,3,AF280182,,,,,,AF280248,AF280314,,,,,,,,,
Sauria,Chioninia delalandii,6,AY070344,AY070361,,,,AF335081,AF280261,AJ305018,,,,,,,,,HQ316436
Sauria,Chioninia fogoensis,6,AF335071,AY151480,,,,AF335082,AF280246,HQ316333,,,,,,,,,HQ316456
Sauria,Chioninia geisthardti,0,,,,,,,,,,,,,,,,,
Sauria,Chioninia nicolauensis,5,AF280174,AY151481,,,,,AF280240,AF280306,,,,,,,,,HQ316462
Sauria,Chioninia spinalis,6,AF335073,AY151478,,,,AF335083,AF280227,AJ305002,,,,,,,,,HQ316476
Sauria,Chioninia stangeri,6,AF280171,AY151479,,,,AF335086,AF280235,AJ305007,,,,,,,,,HQ316449
Sauria,Chioninia vaillantii,6,AF280201,AY151483,,,,AF335085,AF280267,AF280333,,,,,,,,,HQ316431
Sauria,Chlamydosaurus kingii,13,NC_009421,NC_009421,,JF806007,JF806040,DQ340665,NC_009421,NC_009421,AF128469,AF128469,EF090421,JF804538,,,JF804584,HQ662437,
Sauria,Chondrodactylus angulifer,9,DQ275403,AY123372,,JQ073121,,JQ945537,,AY123394,,JX041320,,,JQ945357,,,JQ073242,JQ945429
Sauria,Chondrodactylus bibronii,8,DQ275406,AY026935,,,,EU293690,,AY026927,,JN543886,,,EU293712,,,JN543930,EU293735
Sauria,Chondrodactylus fitzsimonsi,5,DQ275404,AF449109,,,,,,AF449125,,JN393945,,,,,,DQ275448,
Sauria,Chondrodactylus turneri,7,DQ852708,AF449108,,,,AY172938,,AY221374,,KM073688,,,KM073612,,,DQ275449,
Sauria,Christinus alexanderi,3,,,,,,,,,,KF666812,,,KF666856,,,KF666897,
Sauria,Christinus guentheri,3,,,,,,,,,,KF666800,,,KF666846,,,KF666887,
Sauria,Christinus marmoratus,6,DQ852698,,,,,FJ855461,,,,JX041322,,,JQ945358,,,FJ855440,JQ945430
Sauria,Cnemaspis affinis,2,,,,,,,,,,KM024685,,,,,,KM024928,
Sauria,Cnemaspis africana,5,,,,,,JQ945539,,,,JX041323,,,JQ945359,,,JQ945291,JQ945431
Sauria,Cnemaspis alantika,0,,,,,,,,,,,,,,,,,
Sauria,Cnemaspis alwisi,0,,,,,,,,,,,,,,,,,
Sauria,Cnemaspis amith,0,,,,,,,,,,,,,,,,,
Sauria,Cnemaspis anaikattiensis,0,,,,,,,,,,,,,,,,,
Sauria,Cnemaspis andersonii,0,,,,,,,,,,,,,,,,,
Sauria,Cnemaspis argus,2,,,,,,,,,,KM024689,,,,,,KM024929,
Sauria,Cnemaspis assamensis,0,,,,,,,,,,,,,,,,,
Sauria,Cnemaspis aurantiacopes,2,,,,,,,,,,KM024692,,,,,,KM024931,
Sauria,Cnemaspis australis,0,,,,,,,,,,,,,,,,,
Sauria,Cnemaspis barbouri,0,,,,,,,,,,,,,,,,,
Sauria,Cnemaspis baueri,1,,,,,,,,,,KM024697,,,,,,,
Sauria,Cnemaspis bayuensis,2,,,,,,,,,,KM024701,,,,,,KM024932,
Sauria,Cnemaspis beddomei,0,,,,,,,,,,,,,,,,,
Sauria,Cnemaspis bidongensis,1,,,,,,,,,,KM024706,,,,,,,
Sauria,Cnemaspis biocellata,2,,,,,,,,,,KM024709,,,,,,KM024934,
Sauria,Cnemaspis boiei,0,,,,,,,,,,,,,,,,,
Sauria,Cnemaspis boulengerii,1,,,,,,,,,,KM024710,,,,,,,
Sauria,Cnemaspis caudanivea,2,,,,,,,,,,KM024714,,,,,,KM024935,
Sauria,Cnemaspis chanardi,2,,,,,,,,,,KM024715,,,,,,KM024937,
Sauria,Cnemaspis chanthaburiensis,1,,,,,,,,,,KM024716,,,,,,,
Sauria,Cnemaspis clivicola,0,,,,,,,,,,,,,,,,,
Sauria,Cnemaspis dezwaani,0,,,,,,,,,,,,,,,,,
Sauria,Cnemaspis dickersonae,5,,,,,,JQ945540,,,,JX041324,,,JQ945360,,,JQ945292,JQ945432
Sauria,Cnemaspis dilepis,0,,,,,,,,,,,,,,,,,
Sauria,Cnemaspis dringi,0,,,,,,,,,,,,,,,,,
Sauria,Cnemaspis elgonensis,0,,,,,,,,,,,,,,,,,
Sauria,Cnemaspis flavigaster,1,,,,,,,,,,KM024720,,,,,,,
Sauria,Cnemaspis flavolineata,2,,,,,,,,,,KM024721,,,,,,KM024938,
Sauria,Cnemaspis gemunu,2,,,,,,,,,,,,,KM878585,,,KM878598,
Sauria,Cnemaspis gigas,0,,,,,,,,,,,,,,,,,
Sauria,Cnemaspis girii,0,,,,,,,,,,,,,,,,,
Sauria,Cnemaspis goaensis,0,,,,,,,,,,,,,,,,,
Sauria,Cnemaspis gracilis,0,,,,,,,,,,,,,,,,,
Sauria,Cnemaspis grismeri,2,,,,,,,,,,KM024723,,,,,,KM024940,
Sauria,Cnemaspis hangus,2,,,,,,,,,,KM024728,,,,,,KM024941,
Sauria,Cnemaspis harimau,2,,,,,,,,,,KM024732,,,,,,KM024942,
Sauria,Cnemaspis heteropholis,0,,,,,,,,,,,,,,,,,
Sauria,Cnemaspis huaseesom,2,,,,,,,,,,KM024734,,,,,,KM024943,
Sauria,Cnemaspis indica,0,,,,,,,,,,,,,,,,,
Sauria,Cnemaspis indraneildasii,0,,,,,,,,,,,,,,,,,
Sauria,Cnemaspis jacobsoni,0,,,,,,,,,,,,,,,,,
Sauria,Cnemaspis jerdonii,0,,,,,,,,,,,,,,,,,
Sauria,Cnemaspis kallima,0,,,,,,,,,,,,,,,,,
Sauria,Cnemaspis kamolnorranathi,0,,,,,,,,,,,,,,,,,
Sauria,Cnemaspis kandiana,5,,,,,,JQ945541,,,,JX041325,,,JQ945361,,,JQ945293,JQ945433
