Taxon,Family,Subfamily,Scientific Name,Genes,12S,16S,BDNF,CXCR4,cytb,H3A,NCX1,ND1,ND2,POMC,RAG1,RHOD,SIA,SLC8A3,TYR
Anura,Brachycephalidae,Brachycephalinae,Brachycephalus brunneus,5,HQ435677,HQ435691,,,HQ435704,,,,,,HQ435719,,,,HQ435733
Anura,Brachycephalidae,Brachycephalinae,Brachycephalus bufonoides,0,,,,,,,,,,,,,,,
Anura,Brachycephalidae,Brachycephalinae,Brachycephalus didactylus,5,HQ435678,JX267467,,,HQ435705,,,,,,JX267544,,,,JX267681
Anura,Brachycephalidae,Brachycephalinae,Brachycephalus ephippium,13,AY326008,AY326008,,GQ345180,HM216363,GQ345212,GQ345228,GQ345243,,GQ345256,EU186761,DQ283806,DQ282672,GQ345326,DQ282919
Anura,Brachycephalidae,Brachycephalinae,Brachycephalus ferruginus,5,HQ435681,HQ435695,,,HQ435708,,,,,,HQ435723,,,,HQ435737
Anura,Brachycephalidae,Brachycephalinae,Brachycephalus garbeana,0,,,,,,,,,,,,,,,
Anura,Brachycephalidae,Brachycephalinae,Brachycephalus guarani,0,,,,,,,,,,,,,,,
Anura,Brachycephalidae,Brachycephalinae,Brachycephalus hermogenesi,4,HQ435682,,,,HQ435709,,,,,,HQ435724,,,,HQ435738
Anura,Brachycephalidae,Brachycephalinae,Brachycephalus izecksohni,5,HQ435683,HQ435696,,,HQ435710,,,,,,HQ435725,,,,HQ435739
Anura,Brachycephalidae,Brachycephalinae,Brachycephalus margaritatus,0,,,,,,,,,,,,,,,
Anura,Brachycephalidae,Brachycephalinae,Brachycephalus nodoterga,5,HQ435684,HQ435697,,,HQ435711,,,,,,JX298187,,,,JX298238
Anura,Brachycephalidae,Brachycephalinae,Brachycephalus pernix,5,HQ435685,HQ435698,,,HQ435712,,,,,,HQ435727,,,,HQ435741
Anura,Brachycephalidae,Brachycephalinae,Brachycephalus pitanga,5,HQ435686,HQ435699,,,HQ435713,,,,,,HQ435728,,,,HQ435742
Anura,Brachycephalidae,Brachycephalinae,Brachycephalus pombali,5,HQ435687,HQ435700,,,HQ435714,,,,,,HQ435729,,,,HQ435743
Anura,Brachycephalidae,Brachycephalinae,Brachycephalus pulex,0,,,,,,,,,,,,,,,
Anura,Brachycephalidae,Brachycephalinae,Brachycephalus toby,5,HQ435688,HQ435701,,,HQ435715,,,,,,HQ435730,,,,HQ435744
Anura,Brachycephalidae,Brachycephalinae,Brachycephalus tridactylus,0,,,,,,,,,,,,,,,
Anura,Brachycephalidae,Brachycephalinae,Brachycephalus vertebralis,5,HQ435689,HQ435702,,,HQ435716,,,,,,HQ435731,,,,HQ435745
Anura,Brachycephalidae,Brachycephalinae,Ischnocnema abdita,4,JX267326,JX267472,,,,,,,,,JX267551,,,,JX267687
Anura,Brachycephalidae,Brachycephalinae,Ischnocnema bolbodactyla,4,JX267327,JX267476,,,,,,,,,JX267557,,,,JX267692
Anura,Brachycephalidae,Brachycephalinae,Ischnocnema concolor,3,,JX267493,,,,,,,,,JX267595,,,,JX267728
Anura,Brachycephalidae,Brachycephalinae,Ischnocnema epipeda,0,,,,,,,,,,,,,,,
Anura,Brachycephalidae,Brachycephalinae,Ischnocnema erythromera,4,JX267341,JX267341,,,,,,,,,JX267596,,,,JX267729
Anura,Brachycephalidae,Brachycephalinae,Ischnocnema gehrti,0,,,,,,,,,,,,,,,
Anura,Brachycephalidae,Brachycephalinae,Ischnocnema gualteri,0,,,,,,,,,,,,,,,
Anura,Brachycephalidae,Brachycephalinae,Ischnocnema guentheri,10,EF493533,EF493533,,GQ345181,GQ345196,,GQ345229,,,GQ345257,EF493407,,GQ345308,GQ345327,EF493510
Anura,Brachycephalidae,Brachycephalinae,Ischnocnema henselii,2,,KC468529,,,,,,,,,KC468311,,,,
Anura,Brachycephalidae,Brachycephalinae,Ischnocnema hoehnei,4,EF493359,EF493359,,,,,,,,,JX267615,,,,JX267751
Anura,Brachycephalidae,Brachycephalinae,Ischnocnema holti,4,EU186740,EU186722,,,,,,,,,JX267617,,,,JX267753
Anura,Brachycephalidae,Brachycephalinae,Ischnocnema izecksohni,4,JX267307,JX267307,,,,,,,,,JX267619,,,,JX267755
Anura,Brachycephalidae,Brachycephalinae,Ischnocnema juipoca,6,DQ283093,DQ283093,,,,DQ284143,,,,,JX267625,DQ283809,,,DQ282920
Anura,Brachycephalidae,Brachycephalinae,Ischnocnema karst,0,,,,,,,,,,,,,,,
Anura,Brachycephalidae,Brachycephalinae,Ischnocnema lactea,4,JX267308,JX267517,,,,,,,,,JX267631,,,,JX267769
Anura,Brachycephalidae,Brachycephalinae,Ischnocnema manezinho,0,,,,,,,,,,,,,,,
Anura,Brachycephalidae,Brachycephalinae,Ischnocnema melanopygia,3,,JX267519,,,,,,,,,JX267634,,,,JX267771
Anura,Brachycephalidae,Brachycephalinae,Ischnocnema nanahallux,1,,KC569986,,,,,,,,,,,,,
Anura,Brachycephalidae,Brachycephalinae,Ischnocnema nasuta,4,JX267311,JX267375,,,,,,,,,JX267637,,,,JX267775
Anura,Brachycephalidae,Brachycephalinae,Ischnocnema nigriventris,0,,,,,,,,,,,,,,,
Anura,Brachycephalidae,Brachycephalinae,Ischnocnema octavioi,4,JX267334,JX267521,,,,,,,,,JX267639,,,,JX267813
Anura,Brachycephalidae,Brachycephalinae,Ischnocnema oea,4,JX267313,JX267313,,,,,,,,,JX267641,,,,JX267779
Anura,Brachycephalidae,Brachycephalinae,Ischnocnema paranaensis,0,,,,,,,,,,,,,,,
Anura,Brachycephalidae,Brachycephalinae,Ischnocnema parva,6,EF493532,EF493532,,,HQ435717,,,GQ345244,,,EF493400,,,,EF493509
Anura,Brachycephalidae,Brachycephalinae,Ischnocnema penaxavantinho,0,,,,,,,,,,,,,,,
Anura,Brachycephalidae,Brachycephalinae,Ischnocnema pusilla,0,,,,,,,,,,,,,,,
Anura,Brachycephalidae,Brachycephalinae,Ischnocnema randorum,0,,,,,,,,,,,,,,,
Anura,Brachycephalidae,Brachycephalinae,Ischnocnema sambaqui,4,JX267320,JX267531,,,,,,,,,JX267661,,,,JX267801
Anura,Brachycephalidae,Brachycephalinae,Ischnocnema spanios,4,JX267407,JX267489,,,,,,,,,JX267583,,,,JX267717
Anura,Brachycephalidae,Brachycephalinae,Ischnocnema surda,0,,,,,,,,,,,,,,,
Anura,Brachycephalidae,Brachycephalinae,Ischnocnema venancioi,4,JX267321,JX267321,,,,,,,,,JX267667,,,,JX267807
Anura,Brachycephalidae,Brachycephalinae,Ischnocnema verrucosa,4,JX267455,JX267537,,,,,,,,,JX267669,,,,JX267809
Anura,Brachycephalidae,Brachycephalinae,Ischnocnema vizottoi,3,,JX267352,,,,,,,,,JX267672,,,,JX267812
Anura,Brevicipitidae,Brevicipitinae,Balebreviceps hillmani,3,FN810978,FN811024,,,FN811069,,,,,,,,,,
Anura,Brevicipitidae,Brevicipitinae,Breviceps acutirostris,0,,,,,,,,,,,,,,,
Anura,Brevicipitidae,Brevicipitinae,Breviceps adspersus,6,NC_023379,NC_023379,,,NC_023379,,,AB777216,NC_023379,AB777220,,,,,
Anura,Brevicipitidae,Brevicipitinae,Breviceps bagginsi,0,,,,,,,,,,,,,,,
Anura,Brevicipitidae,Brevicipitinae,Breviceps branchi,1,,JQ965934,,,,,,,,,,,,,
Anura,Brevicipitidae,Brevicipitinae,Breviceps fichus,1,AY787035,,,,,,,,,,,,,,
Anura,Brevicipitidae,Brevicipitinae,Breviceps fuscus,6,DQ019578,AF215365,EF395997,,,,,,,,EF396075,DQ019553,,,EF395962
Anura,Brevicipitidae,Brevicipitinae,Breviceps gibbosus,0,,,,,,,,,,,,,,,
Anura,Brevicipitidae,Brevicipitinae,Breviceps macrops,1,,HQ111346,,,,,,,,,,,,,
Anura,Brevicipitidae,Brevicipitinae,Breviceps maculatus,0,,,,,,,,,,,,,,,
Anura,Brevicipitidae,Brevicipitinae,Breviceps montanus,0,,,,,,,,,,,,,,,
Anura,Brevicipitidae,Brevicipitinae,Breviceps mossambicus,11,DQ283155,EF017947,KC180103,EF017965,FJ998375,DQ284397,EF018002,,,,EF396076,DQ284023,,EF107383,EF395963
Anura,Brevicipitidae,Brevicipitinae,Breviceps namaquensis,1,,JQ965933,,,,,,,,,,,,,
Anura,Brevicipitidae,Brevicipitinae,Breviceps poweri,0,,,,,,,,,,,,,,,
Anura,Brevicipitidae,Brevicipitinae,Breviceps rosei,0,,,,,,,,,,,,,,,
Anura,Brevicipitidae,Brevicipitinae,Breviceps sopranus,0,,,,,,,,,,,,,,,
Anura,Brevicipitidae,Brevicipitinae,Breviceps sylvestris,0,,,,,,,,,,,,,,,
Anura,Brevicipitidae,Brevicipitinae,Breviceps verrucosus,0,,,,,,,,,,,,,,,
Anura,Brevicipitidae,Brevicipitinae,Callulina dawida,3,FJ998385,FJ998386,,,FJ998384,,,,,,,,,,
Anura,Brevicipitidae,Brevicipitinae,Callulina hanseni,0,,,,,,,,,,,,,,,
Anura,Brevicipitidae,Brevicipitinae,Callulina kanga,2,FN810996,FN811041,,,,,,,,,,,,,
Anura,Brevicipitidae,Brevicipitinae,Callulina kisiwamsitu,7,DQ283429,DQ283429,KC180213,,FJ998380,DQ284406,,,,,,,DQ282884,,DQ283021
Anura,Brevicipitidae,Brevicipitinae,Callulina kreffti,12,DQ347056,AY326068,EF396000,EF017966,FJ998381,,EF018003,JX564855,JX564855,,EF396077,DQ347400,,EF107395,DQ347189
Anura,Brevicipitidae,Brevicipitinae,Callulina laphami,2,FN810993,FN811038,,,,,,,,,,,,,
Anura,Brevicipitidae,Brevicipitinae,Callulina meteora,0,,,,,,,,,,,,,,,
Anura,Brevicipitidae,Brevicipitinae,Callulina shengena,2,FN563066,FN563069,,,,,,,,,,,,,
Anura,Brevicipitidae,Brevicipitinae,Callulina stanleyi,3,FN563070,FN563071,,,FN563059,,,,,,,,,,
Anura,Brevicipitidae,Brevicipitinae,Probreviceps durirostris,3,DQ438127,DQ438131,,,FN811129,,,,,,,,,,
Anura,Brevicipitidae,Brevicipitinae,Probreviceps loveridgei,3,FN811000,FN811045,,,FN811125,,,,,,,,,,
Anura,Brevicipitidae,Brevicipitinae,Probreviceps macrodactylus,6,AY531875,DQ283420,KC180081,,FN563042,,,,,,,,DQ282877,,DQ283016
Anura,Brevicipitidae,Brevicipitinae,Probreviceps rhodesianus,0,,,,,,,,,,,,,,,
Anura,Brevicipitidae,Brevicipitinae,Probreviceps rungwensis,3,FN811006,FN811051,,,FJ998377,,,,,,,,,,
Anura,Brevicipitidae,Brevicipitinae,Probreviceps uluguruensis,3,AY531869,AY531845,,,FN811123,,,,,,,,,,
Anura,Brevicipitidae,Brevicipitinae,Spelaeophryne methneri,8,AY531862,EF107167,KC180093,EF107453,FJ998376,,EF107227,,,,EF107290,,,,KC180282
Anura,Bufonidae,Bufoninae,Adenomus dasi,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Adenomus kandianus,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Adenomus kelaartii,8,FJ882780,FJ882780,,EF107447,,,EF107221,FJ882780,FJ882780,,EF107284,,,EF107348,
Anura,Bufonidae,Bufoninae,Altiphrynoides malcolmi,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Altiphrynoides osgoodi,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Amazophrynella bokermanni,4,JN867532,JN867563,,,JX298410,,,,,,JN867509,,,,
Anura,Bufonidae,Bufoninae,Amazophrynella manaos,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Amazophrynella minuta,10,AY843582,AY843582,,DQ306496,AY843804,DQ284096,,AY819462,,AY819081,DQ503337,AY844555,,,EF364362
Anura,Bufonidae,Bufoninae,Amazophrynella vote,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Amietophrynus asmarae,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Amietophrynus blanfordii,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Amietophrynus brauni,12,FJ882822,FJ882822,,DQ306514,,,EF107272,FJ882822,FJ882822,DQ158279,EF107331,DQ284021,DQ282873,EF107435,DQ283011
Anura,Bufonidae,Bufoninae,Amietophrynus buchneri,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Amietophrynus camerunensis,10,DQ158439,DQ158439,,DQ306555,,DQ284345,,GU226836,GU226836,DQ158281,DQ158363,DQ283979,DQ282830,,
Anura,Bufonidae,Bufoninae,Amietophrynus channingi,1,,HQ882843,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Amietophrynus chudeaui,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Amietophrynus cristiglans,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Amietophrynus danielae,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Amietophrynus djohongensis,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Amietophrynus fuliginatus,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Amietophrynus funereus,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Amietophrynus garmani,8,FJ882823,FJ882823,,DQ306547,,,FJ882668,FJ882823,FJ882823,DQ158294,DQ158375,,,,
Anura,Bufonidae,Bufoninae,Amietophrynus gracilipes,8,FJ882824,DQ158456,,DQ306522,,,FJ882669,FJ882824,FJ882824,DQ158297,DQ158378,,,,
Anura,Bufonidae,Bufoninae,Amietophrynus gutturalis,9,DQ158460,DQ158460,,FJ882725,,,FJ882670,FJ882851,,DQ158301,DQ158382,DQ284035,DQ282890,,
Anura,Bufonidae,Bufoninae,Amietophrynus kassasii,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Amietophrynus kerinyagae,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Amietophrynus kisoloensis,7,AY325995,AY325995,,DQ306560,L10975,,,GU226837,GU226837,DQ158305,,,,,
Anura,Bufonidae,Bufoninae,Amietophrynus langanoensis,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Amietophrynus latifrons,5,DQ283343,AF220892,,,,DQ284332,,,,,,DQ283970,DQ282819,,
Anura,Bufonidae,Bufoninae,Amietophrynus lemairii,2,AF220847,AF220895,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Amietophrynus maculatus,10,DQ158469,DQ158469,,DQ306533,L10979,DQ284374,,,AF463782,DQ158310,DQ158389,DQ284005,DQ282850,,
Anura,Bufonidae,Bufoninae,Amietophrynus mauritanicus,6,FJ882826,AY680265,,FJ882727,,,FJ882672,FJ882826,FJ882826,,,,,,
Anura,Bufonidae,Bufoninae,Amietophrynus pantherinus,4,AF220848,AF220896,,,AF210087,,,,GQ994953,,,,,,
Anura,Bufonidae,Bufoninae,Amietophrynus pardalis,3,AF220850,AF220897,,,AF210083,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Amietophrynus perreti,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Amietophrynus poweri,6,FJ882771,AF220882,,FJ882722,,,,FJ882772,,DQ158324,DQ158401,,,,
Anura,Bufonidae,Bufoninae,Amietophrynus rangeri,3,AF220829,AF220874,,,,,,,AF463776,,,,,,
Anura,Bufonidae,Bufoninae,Amietophrynus reesi,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Amietophrynus regularis,11,DQ158485,DQ158485,,DQ306523,AY028511,DQ284201,,DQ629609,DQ629609,DQ158326,FJ227103,DQ283858,DQ282716,,
Anura,Bufonidae,Bufoninae,Amietophrynus steindachneri,8,FJ882825,AY325981,,DQ306546,,,FJ882671,FJ882825,FJ882825,DQ158329,DQ158406,,,,
Anura,Bufonidae,Bufoninae,Amietophrynus superciliaris,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Amietophrynus taiensis,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Amietophrynus togoensis,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Amietophrynus tuberosus,4,DQ283362,DQ283362,,,,,,,,,,DQ283984,DQ282832,,
Anura,Bufonidae,Bufoninae,Amietophrynus turkanae,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Amietophrynus urunguensis,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Amietophrynus villiersi,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Amietophrynus vittatus,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Amietophrynus xeros,6,DQ158499,DQ158499,,DQ306561,,,,,AF463786,DQ158340,DQ158414,,,,
Anura,Bufonidae,Bufoninae,Anaxyrus americanus,10,FJ882827,DQ158426,,DQ306520,AB159264,,FJ882676,FJ882827,FJ882827,DQ158268,DQ158352,FJ004273,,,
Anura,Bufonidae,Bufoninae,Anaxyrus baxteri,2,AY680207,AY680207,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Anaxyrus boreas,11,DQ283180,FJ882830,,DQ306499,L10959,DQ284215,FJ882678,FJ882830,FJ882830,DQ158278,DQ158360,DQ283871,,,
Anura,Bufonidae,Bufoninae,Anaxyrus californicus,4,FJ882828,FJ882828,,,,,,FJ882828,FJ882828,,,,,,
Anura,Bufonidae,Bufoninae,Anaxyrus canorus,3,EF532005,AY680239,,,L10967,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Anaxyrus cognatus,9,DQ158444,DQ158444,,DQ306498,L10968,DQ284197,,HM135383,,DQ158285,DQ158367,,DQ282713,,
Anura,Bufonidae,Bufoninae,Anaxyrus compactilis,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Anaxyrus debilis,6,DQ158449,AY680233,,DQ306507,AY010165,,,,,DQ158290,DQ158371,,,,
Anura,Bufonidae,Bufoninae,Anaxyrus exsul,8,AY325990,AY325990,,DQ306550,L10971,,,AF004524,AF004524,DQ158291,DQ158372,,,,
Anura,Bufonidae,Bufoninae,Anaxyrus fowleri,7,DQ158451,AY680224,,DQ306505,,,,AF462521,,DQ158292,DQ158373,EF372180,,,
Anura,Bufonidae,Bufoninae,Anaxyrus hemiophrys,6,EF532234,AY680213,,,,,,HM135376,,GQ443070,GQ443081,FJ004272,,,
Anura,Bufonidae,Bufoninae,Anaxyrus houstonensis,2,EF532236,AY680208,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Anaxyrus kelloggi,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Anaxyrus mexicanus,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Anaxyrus microscaphus,7,AY325989,AY325989,,DQ306563,L10978,,,AF462528,,DQ158318,DQ158395,,,,
Anura,Bufonidae,Bufoninae,Anaxyrus nelsoni,5,EF532010,AY680240,,,JQ947894,,,,,JQ947857,,JQ947838,,,
Anura,Bufonidae,Bufoninae,Anaxyrus punctatus,7,EF532246,DQ283160,,,DQ085753,DQ284198,,,,JQ947873,,DQ283855,DQ282714,,
Anura,Bufonidae,Bufoninae,Anaxyrus quercicus,7,DQ158484,DQ158484,,DQ306549,,DQ284192,,,,DQ158325,DQ158403,,DQ282708,,
Anura,Bufonidae,Bufoninae,Anaxyrus retiformis,3,AY325982,AY325982,,,AY010166,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Anaxyrus speciosus,3,EF532242,AY680229,,,L10980,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Anaxyrus terrestris,10,FJ882829,FJ882829,,DQ306537,,DQ284196,FJ882677,FJ882829,FJ882829,DQ158330,,DQ283854,DQ282712,,
Anura,Bufonidae,Bufoninae,Anaxyrus woodhousii,10,AY325986,AY325986,,DQ306551,AY288067,DQ284222,,AY226975,,DQ158339,DQ158413,DQ283875,DQ282733,,
Anura,Bufonidae,Bufoninae,Andinophryne atelopoides,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Andinophryne colomai,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Andinophryne olallai,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Ansonia albomaculata,2,AB435304,AB435304,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Ansonia echinata,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Ansonia endauensis,2,AB435257,AB435257,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Ansonia fuliginea,2,AB331709,AB331709,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Ansonia glandulosa,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Ansonia guibei,2,AB435306,AB435306,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Ansonia hanitschi,6,AB331710,FJ882794,,FJ882695,,,FJ882642,FJ882794,FJ882794,,,,,,
Anura,Bufonidae,Bufoninae,Ansonia inthanon,2,AB435253,AB435253,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Ansonia jeetsukumarani,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Ansonia kraensis,2,AB435252,AB435252,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Ansonia latidisca,2,AB746461,AB746461,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Ansonia latiffi,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Ansonia latirostra,2,AB435260,AB435260,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Ansonia leptopus,6,FJ882795,FJ882795,,FJ882697,,,FJ882644,FJ882795,FJ882795,,,,,,
Anura,Bufonidae,Bufoninae,Ansonia longidigita,8,FJ882796,FJ882796,,FJ882698,,,FJ882645,FJ882796,FJ882796,,,DQ283968,DQ282817,,
Anura,Bufonidae,Bufoninae,Ansonia lumut,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Ansonia malayana,2,AB331712,AB331712,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Ansonia mcgregori,3,AB435316,JN314761,,,,,,JN314663,,,,,,,
Anura,Bufonidae,Bufoninae,Ansonia minuta,2,AB435283,AB435283,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Ansonia muelleri,3,U52740,U52784,,,,,,JN314735,,,,,,,
Anura,Bufonidae,Bufoninae,Ansonia penangensis,2,AB435262,AB435262,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Ansonia platysoma,2,AB435272,AB435272,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Ansonia siamensis,2,AB435256,AB435256,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Ansonia spinulifer,6,FJ882798,FJ882798,,FJ882696,,,FJ882643,FJ882798,FJ882798,,,,,,
Anura,Bufonidae,Bufoninae,Ansonia thinthinae,2,JN664246,JN664251,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Ansonia tiomanica,2,AB435258,AB435258,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Ansonia torrentis,2,AB435296,AB435296,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus andinus,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus angelito,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus ardila,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus arsyecue,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus arthuri,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus balios,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus barbotini,6,GU301892,GU183859,,GU183852,,,GU183854,GU183859,GU183859,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus bomolochos,5,AF375482,AF375508,,,AY995955,,,HM245280,DQ068446,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus boulengeri,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus carauta,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus carbonerensis,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus carrikeri,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus certus,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus chiriquiensis,2,U52735,U52780,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus chirripoensis,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus chocoensis,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus chrysocorallus,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus coynei,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus cruciger,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus dimorphus,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus ebenoides,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus elegans,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus epikeisthos,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus erythropus,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus eusebianus,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus eusebiodiazi,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus exiguus,1,,,,,,,,HM245282,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus famelicus,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus farci,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus flavescens,8,DQ283259,DQ283259,,,AY995960,DQ284282,,,DQ068435,,,DQ283928,DQ282780,,EF364359
Anura,Bufonidae,Bufoninae,Atelopus franciscus,2,,JQ742150,,,AY995991,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus galactogaster,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus gigas,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus glyphus,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus guanujo,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus guitarraensis,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus halihelos,2,,AF375510,,,,,,HM245290,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus hoogmoedi,3,GU301889,JQ742149,,,,,,,DQ068422,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus ignescens,3,,,,,AY995950,,,HM245266,DQ068444,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus laetissimus,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus limosus,1,,KC014778,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus loettersi,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus longibrachius,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus longirostris,2,,AF375511,,,,,,HM245244,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus lozanoi,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus lynchi,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus mandingues,0,,,,,,,,,,,,,,,
Anura,Bufonidae,Bufoninae,Atelopus marinkellei,0,,,,,,,,,,,,,,,
