"","Taxon","Family","Subfamily","Clade","Tree.Genus","Constraint","Scientific.Name","Genes","Length"
"Leptotyphlops_nigroterminus","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Leptotyphlops","Leptotyphlops","Leptotyphlops nigroterminus",9,5941
"Leptotyphlops_nursii","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Leptotyphlops","Leptotyphlops","Leptotyphlops nursii",NA,NA
"Leptotyphlops_pembae","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Leptotyphlops","Leptotyphlops","Leptotyphlops pembae",NA,NA
"Leptotyphlops_pitmani","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Leptotyphlops","Leptotyphlops","Leptotyphlops pitmani",3,3005
"Leptotyphlops_pungwensis","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Leptotyphlops","Leptotyphlops","Leptotyphlops pungwensis",NA,NA
"Leptotyphlops_scutifrons","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Leptotyphlops","Leptotyphlops","Leptotyphlops scutifrons",3,3004
"Leptotyphlops_sylvicolus","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Leptotyphlops","Leptotyphlops","Leptotyphlops sylvicolus",8,5516
"Leptotyphlops_tanae","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Leptotyphlops","Leptotyphlops","Leptotyphlops tanae",NA,NA
"Leptotyphlops_telloi","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Leptotyphlops","Leptotyphlops","Leptotyphlops telloi",NA,NA
"Mitophis_asbolepis","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Mitophis","Mitophis","Mitophis asbolepis",9,6029
"Mitophis_calypso","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Mitophis","Mitophis","Mitophis calypso",NA,NA
"Mitophis_leptipileptus","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Mitophis","Mitophis","Mitophis leptipileptus",9,6030
"Mitophis_pyrites","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Mitophis","Mitophis","Mitophis pyrites",9,5956
"Myriopholis_adleri","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Myriopholis","Myriopholis","Myriopholis adleri",9,5924
"Myriopholis_albiventer","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Myriopholis","Myriopholis","Myriopholis albiventer",NA,NA
"Myriopholis_algeriensis","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Myriopholis","Myriopholis","Myriopholis algeriensis",8,5421
"Myriopholis_blanfordi","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Myriopholis","Myriopholis","Myriopholis blanfordi",7,4295
"Myriopholis_boueti","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Myriopholis","Myriopholis","Myriopholis boueti",8,5500
"Myriopholis_braccianii","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Myriopholis","Myriopholis","Myriopholis braccianii",NA,NA
"Myriopholis_burii","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Myriopholis","Myriopholis","Myriopholis burii",NA,NA
"Myriopholis_cairi","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Myriopholis","Myriopholis","Myriopholis cairi",NA,NA
"Myriopholis_erythraeus","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Myriopholis","Myriopholis","Myriopholis erythraeus",NA,NA
"Myriopholis_filiformis","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Myriopholis","Myriopholis","Myriopholis filiformis",NA,NA
"Myriopholis_ionidesi","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Myriopholis","Myriopholis","Myriopholis ionidesi",NA,NA
"Myriopholis_longicauda","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Myriopholis","Myriopholis","Myriopholis longicauda",9,5652
"Myriopholis_macrorhyncha","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Myriopholis","Myriopholis","Myriopholis macrorhyncha",8,5529
"Myriopholis_macrura","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Myriopholis","Myriopholis","Myriopholis macrura",NA,NA
"Myriopholis_narirostris","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Myriopholis","Myriopholis","Myriopholis narirostris",NA,NA
"Myriopholis_natatrix","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Myriopholis","Myriopholis","Myriopholis natatrix",NA,NA
"Myriopholis_perreti","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Myriopholis","Myriopholis","Myriopholis perreti",NA,NA
"Myriopholis_rouxestevae","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Myriopholis","Myriopholis","Myriopholis rouxestevae",8,5476
"Myriopholis_wilsoni","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Myriopholis","Myriopholis","Myriopholis wilsoni",NA,NA
"Myriopholis_yemenicus","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Myriopholis","Myriopholis","Myriopholis yemenicus",NA,NA
"Namibiana_gracilior","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Namibiana","Namibiana","Namibiana gracilior",NA,NA
"Namibiana_labialis","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Namibiana","Namibiana","Namibiana labialis",NA,NA
"Namibiana_latifrons","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Namibiana","Namibiana","Namibiana latifrons",NA,NA
"Namibiana_occidentalis","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Namibiana","Namibiana","Namibiana occidentalis",9,5916
"Namibiana_rostrata","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Namibiana","Namibiana","Namibiana rostrata",NA,NA
"Rena_affinis","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Rena","Rena","Rena affinis",NA,NA
"Rena_boettgeri","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Rena","Rena","Rena boettgeri",NA,NA
"Rena_bressoni","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Rena","Rena","Rena bressoni",NA,NA
"Rena_dissectus","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Rena","Rena","Rena dissectus",3,3033
"Rena_dulcis","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Rena","Rena","Rena dulcis",9,6001
"Rena_humilis","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Rena","Rena","Rena humilis",13,12164
"Rena_maxima","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Rena","Rena","Rena maxima",NA,NA
"Rena_myopica","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Rena","Rena","Rena myopica",NA,NA
"Rena_unguirostris","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Rena","Rena","Rena unguirostris",NA,NA
"Rhinoleptus_koniagui","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Rhinoleptus","Rhinoleptus","Rhinoleptus koniagui",1,428
"Rhinoleptus_parkeri","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Rhinoleptus","Rhinoleptus","Rhinoleptus parkeri",NA,NA
"Siagonodon_acutirostris","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Siagonodon","Siagonodon","Siagonodon acutirostris",NA,NA
"Siagonodon_borrichianus","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Siagonodon","Siagonodon","Siagonodon borrichianus",NA,NA
"Siagonodon_cupinensis","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Siagonodon","Siagonodon","Siagonodon cupinensis",NA,NA
"Siagonodon_septemstriatus","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Siagonodon","Siagonodon","Siagonodon septemstriatus",8,5709
"Tetracheilostoma_bilineatum","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Tetracheilostoma","Tetracheilostoma","Tetracheilostoma bilineatum",NA,NA
"Tetracheilostoma_breuili","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Tetracheilostoma","Tetracheilostoma","Tetracheilostoma breuili",3,3019
"Tetracheilostoma_carlae","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Tetracheilostoma","Tetracheilostoma","Tetracheilostoma carlae",3,3020
"Tricheilostoma_bicolor","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Tricheilostoma","Tricheilostoma","Tricheilostoma bicolor",8,5681
"Tricheilostoma_broadleyi","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Tricheilostoma","Tricheilostoma","Tricheilostoma broadleyi",NA,NA
"Tricheilostoma_dissimilis","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Tricheilostoma","Tricheilostoma","Tricheilostoma dissimilis",NA,NA
"Tricheilostoma_greenwelli","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Tricheilostoma","Tricheilostoma","Tricheilostoma greenwelli",NA,NA
"Tricheilostoma_sundewalli","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Tricheilostoma","Tricheilostoma","Tricheilostoma sundewalli",NA,NA
"Trilepida_anthracina","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Trilepida","Trilepida","Trilepida anthracina",NA,NA
"Trilepida_brasiliensis","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Trilepida","Trilepida","Trilepida brasiliensis",NA,NA
"Trilepida_brevissima","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Trilepida","Trilepida","Trilepida brevissima",NA,NA
"Trilepida_dimidiatum","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Trilepida","Trilepida","Trilepida dimidiatum",NA,NA
"Trilepida_dugandi","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Trilepida","Trilepida","Trilepida dugandi",NA,NA
"Trilepida_fuliginosa","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Trilepida","Trilepida","Trilepida fuliginosa",NA,NA
"Trilepida_guayaquilensis","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Trilepida","Trilepida","Trilepida guayaquilensis",NA,NA
"Trilepida_jani","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Trilepida","Trilepida","Trilepida jani",NA,NA
"Trilepida_joshuai","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Trilepida","Trilepida","Trilepida joshuai",NA,NA
"Trilepida_koppesi","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Trilepida","Trilepida","Trilepida koppesi",NA,NA
"Trilepida_macrolepis","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Trilepida","Trilepida","Trilepida macrolepis",3,3035
"Trilepida_nicefori","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Trilepida","Trilepida","Trilepida nicefori",NA,NA
"Trilepida_salgueiroi","Serpentes","Leptotyphlopidae","Leptotyphlopinae","Leptotyphlopinae","Trilepida","Trilepida","Trilepida salgueiroi",NA,NA
"Loxocemus_bicolor","Serpentes","Loxocemidae","Loxoceminae","Loxoceminae","Loxocemus","Loxocemus","Loxocemus bicolor",11,8193
"Micrelaps_bicoloratus","Serpentes","Micrelapidae","Micrelapinae","Micrelapinae","Micrelaps","Micrelaps","Micrelaps bicoloratus",2,1599
"Micrelaps_boettgeri","Serpentes","Micrelapidae","Micrelapinae","Micrelapinae","Micrelaps","Micrelaps","Micrelaps boettgeri",NA,NA
"Micrelaps_muelleri","Serpentes","Micrelapidae","Micrelapinae","Micrelapinae","Micrelaps","Micrelaps","Micrelaps muelleri",NA,NA
"Micrelaps_tchernovi","Serpentes","Micrelapidae","Micrelapinae","Micrelapinae","Micrelaps","Micrelaps","Micrelaps tchernovi",NA,NA
"Micrelaps_vaillanti","Serpentes","Micrelapidae","Micrelapinae","Micrelapinae","Micrelaps","Micrelaps","Micrelaps vaillanti",NA,NA
"Aplopeltura_boa","Serpentes","Pareatidae","Pareatinae","Pareatinae","Aplopeltura","Aplopeltura","Aplopeltura boa",9,5048
"Asthenodipsas_laevis","Serpentes","Pareatidae","Pareatinae","Pareatinae","Asthenodipsas","Asthenodipsas","Asthenodipsas laevis",1,1023
"Asthenodipsas_lasgalenensis","Serpentes","Pareatidae","Pareatinae","Pareatinae","Asthenodipsas","Asthenodipsas","Asthenodipsas lasgalenensis",1,1023
"Asthenodipsas_malaccanus","Serpentes","Pareatidae","Pareatinae","Pareatinae","Asthenodipsas","Asthenodipsas","Asthenodipsas malaccanus",NA,NA
"Asthenodipsas_tropidonotus","Serpentes","Pareatidae","Pareatinae","Pareatinae","Asthenodipsas","Asthenodipsas","Asthenodipsas tropidonotus",1,777
"Asthenodipsas_vertebralis","Serpentes","Pareatidae","Pareatinae","Pareatinae","Asthenodipsas","Asthenodipsas","Asthenodipsas vertebralis",1,1023
"Pareas_boulengeri","Serpentes","Pareatidae","Pareatinae","Pareatinae","Pareas","Pareas","Pareas boulengeri",3,2271
"Pareas_carinatus","Serpentes","Pareatidae","Pareatinae","Pareatinae","Pareas","Pareas","Pareas carinatus",10,5813
"Pareas_chinensis","Serpentes","Pareatidae","Pareatinae","Pareatinae","Pareas","Pareas","Pareas chinensis",NA,NA
"Pareas_formosensis","Serpentes","Pareatidae","Pareatinae","Pareatinae","Pareas","Pareas","Pareas formosensis",3,2286
"Pareas_hamptoni","Serpentes","Pareatidae","Pareatinae","Pareatinae","Pareas","Pareas","Pareas hamptoni",7,5044
"Pareas_iwasakii","Serpentes","Pareatidae","Pareatinae","Pareatinae","Pareas","Pareas","Pareas iwasakii",NA,NA
"Pareas_margaritophorus","Serpentes","Pareatidae","Pareatinae","Pareatinae","Pareas","Pareas","Pareas margaritophorus",2,1608
"Pareas_monticola","Serpentes","Pareatidae","Pareatinae","Pareatinae","Pareas","Pareas","Pareas monticola",3,2271
"Pareas_nigriceps","Serpentes","Pareatidae","Pareatinae","Pareatinae","Pareas","Pareas","Pareas nigriceps",NA,NA
"Pareas_nuchalis","Serpentes","Pareatidae","Pareatinae","Pareatinae","Pareas","Pareas","Pareas nuchalis",1,693
"Pareas_stanleyi","Serpentes","Pareatidae","Pareatinae","Pareatinae","Pareas","Pareas","Pareas stanleyi",3,2271
"Antaresia_childreni","Serpentes","Pythonidae","Pythoninae","Pythoninae","Antaresia","Antaresia","Antaresia childreni",4,2488
"Antaresia_maculosa","Serpentes","Pythonidae","Pythoninae","Pythoninae","Antaresia","Antaresia","Antaresia maculosa",3,1850
"Antaresia_perthensis","Serpentes","Pythonidae","Pythoninae","Pythoninae","Antaresia","Antaresia","Antaresia perthensis",3,1848
"Antaresia_stimsoni","Serpentes","Pythonidae","Pythoninae","Pythoninae","Antaresia","Antaresia","Antaresia stimsoni",3,1848
"Aspidites_melanocephalus","Serpentes","Pythonidae","Pythoninae","Pythoninae","Aspidites","Aspidites","Aspidites melanocephalus",9,5856
"Aspidites_ramsayi","Serpentes","Pythonidae","Pythoninae","Pythoninae","Aspidites","Aspidites","Aspidites ramsayi",8,4875
"Bothrochilus_albertisii","Serpentes","Pythonidae","Pythoninae","Pythoninae","Bothrochilus","Bothrochilus","Bothrochilus albertisii",7,4205
"Bothrochilus_biakensis","Serpentes","Pythonidae","Pythoninae","Pythoninae","Bothrochilus","Bothrochilus","Bothrochilus biakensis",NA,NA
"Bothrochilus_boa","Serpentes","Pythonidae","Pythoninae","Pythoninae","Bothrochilus","Bothrochilus","Bothrochilus boa",3,1847
"Bothrochilus_fredparkeri","Serpentes","Pythonidae","Pythoninae","Pythoninae","Bothrochilus","Bothrochilus","Bothrochilus fredparkeri",NA,NA
"Bothrochilus_huonensis","Serpentes","Pythonidae","Pythoninae","Pythoninae","Bothrochilus","Bothrochilus","Bothrochilus huonensis",NA,NA
"Leiopython_meridionalis","Serpentes","Pythonidae","Pythoninae","Pythoninae","Leiopython","Leiopython","Leiopython meridionalis",NA,NA
"Leiopython_montanus","Serpentes","Pythonidae","Pythoninae","Pythoninae","Leiopython","Leiopython","Leiopython montanus",NA,NA
"Liasis_fuscus","Serpentes","Pythonidae","Pythoninae","Pythoninae","Liasis","Liasis","Liasis fuscus",3,1873
"Liasis_mackloti","Serpentes","Pythonidae","Pythoninae","Pythoninae","Liasis","Liasis","Liasis mackloti",9,5344
"Liasis_olivaceus","Serpentes","Pythonidae","Pythoninae","Pythoninae","Liasis","Liasis","Liasis olivaceus",3,1882
"Liasis_papuana","Serpentes","Pythonidae","Pythoninae","Pythoninae","Liasis","Liasis","Liasis papuana",10,5798
"Malayopython_reticulatus","Serpentes","Pythonidae","Pythoninae","Pythoninae","Malayopython","Malayopython","Malayopython reticulatus",10,8126
"Malayopython_timoriensis","Serpentes","Pythonidae","Pythoninae","Pythoninae","Malayopython","Malayopython","Malayopython timoriensis",3,1849
"Morelia_bredli","Serpentes","Pythonidae","Pythoninae","Pythoninae","Morelia","Morelia","Morelia bredli",3,1848
"Morelia_carinata","Serpentes","Pythonidae","Pythoninae","Pythoninae","Morelia","Morelia","Morelia carinata",3,1849
"Morelia_spilota","Serpentes","Pythonidae","Pythoninae","Pythoninae","Morelia","Morelia","Morelia spilota",6,3821
"Morelia_viridis","Serpentes","Pythonidae","Pythoninae","Pythoninae","Morelia","Morelia","Morelia viridis",5,3448
"Python_anchietae","Serpentes","Pythonidae","Pythoninae","Pythoninae","Python","Python","Python anchietae",5,3386
"Python_bivittatus","Serpentes","Pythonidae","Pythoninae","Pythoninae","Python","Python","Python bivittatus",11,12128
"Python_breitensteini","Serpentes","Pythonidae","Pythoninae","Pythoninae","Python","Python","Python breitensteini",NA,NA
"Python_brongersmai","Serpentes","Pythonidae","Pythoninae","Pythoninae","Python","Python","Python brongersmai",3,1846
"Python_curtus","Serpentes","Pythonidae","Pythoninae","Pythoninae","Python","Python","Python curtus",7,4002
"Python_kyaiktiyo","Serpentes","Pythonidae","Pythoninae","Pythoninae","Python","Python","Python kyaiktiyo",NA,NA
"Python_molurus","Serpentes","Pythonidae","Pythoninae","Pythoninae","Python","Python","Python molurus",11,8732
"Python_natalensis","Serpentes","Pythonidae","Pythoninae","Pythoninae","Python","Python","Python natalensis",NA,NA
"Python_regius","Serpentes","Pythonidae","Pythoninae","Pythoninae","Python","Python","Python regius",7,8085
"Python_sebae","Serpentes","Pythonidae","Pythoninae","Pythoninae","Python","Python","Python sebae",8,4518
"Simalia_amethistina","Serpentes","Pythonidae","Pythoninae","Pythoninae","Simalia","Simalia","Simalia amethistina",4,2433
"Simalia_boeleni","Serpentes","Pythonidae","Pythoninae","Pythoninae","Simalia","Simalia","Simalia boeleni",9,6427
"Simalia_clastolepis","Serpentes","Pythonidae","Pythoninae","Pythoninae","Simalia","Simalia","Simalia clastolepis",1,684
"Simalia_kinghorni","Serpentes","Pythonidae","Pythoninae","Pythoninae","Simalia","Simalia","Simalia kinghorni",1,684
"Simalia_nauta","Serpentes","Pythonidae","Pythoninae","Pythoninae","Simalia","Simalia","Simalia nauta",5,3000
"Simalia_oenpelliensis","Serpentes","Pythonidae","Pythoninae","Pythoninae","Simalia","Simalia","Simalia oenpelliensis",3,1847
"Simalia_tracyae","Serpentes","Pythonidae","Pythoninae","Pythoninae","Simalia","Simalia","Simalia tracyae",5,3009
"Acrantophis_dumerili","Serpentes","Sanziniidae","Sanziniinae","Sanziniinae","Acrantophis","Acrantophis","Acrantophis dumerili",8,5111
"Acrantophis_madagascariensis","Serpentes","Sanziniidae","Sanziniinae","Sanziniinae","Acrantophis","Acrantophis","Acrantophis madagascariensis",10,6913
"Sanzinia_madagascariensis","Serpentes","Sanziniidae","Sanziniinae","Sanziniinae","Sanzinia","Sanzinia","Sanzinia madagascariensis",8,5134
"Sanzinia_volontany","Serpentes","Sanziniidae","Sanziniinae","Sanziniinae","Sanzinia","Sanzinia","Sanzinia volontany",NA,NA
"Trachyboa_boulengeri","Serpentes","Tropidophiidae","Tropidophiinae","Tropidophiinae","Trachyboa","Trachyboa","Trachyboa boulengeri",8,5898
"Trachyboa_gularis","Serpentes","Tropidophiidae","Tropidophiinae","Tropidophiinae","Trachyboa","Trachyboa","Trachyboa gularis",9,4558
"Tropidophis_battersbyi","Serpentes","Tropidophiidae","Tropidophiinae","Tropidophiinae","Tropidophis","Tropidophis","Tropidophis battersbyi",NA,NA
"Tropidophis_bucculentus","Serpentes","Tropidophiidae","Tropidophiinae","Tropidophiinae","Tropidophis","Tropidophis","Tropidophis bucculentus",NA,NA
"Tropidophis_canus","Serpentes","Tropidophiidae","Tropidophiinae","Tropidophiinae","Tropidophis","Tropidophis","Tropidophis canus",6,4077
"Tropidophis_caymanensis","Serpentes","Tropidophiidae","Tropidophiinae","Tropidophiinae","Tropidophis","Tropidophis","Tropidophis caymanensis",NA,NA
"Tropidophis_celiae","Serpentes","Tropidophiidae","Tropidophiinae","Tropidophiinae","Tropidophis","Tropidophis","Tropidophis celiae",NA,NA
